Msg,label,language
"It's an unplanned power cut due to heavy rain, thundering, lighting and wind",ham,english
Good evening The US insists on waiting until the labor market is completely weakened before it's no longer considered strong,ham,english
"Hello! Get up to 10% cashback on recharge through CRED pay using credit card, simply click https://bit.ly/myvi-app and enjoy the offer.",spam,english
Hi team,ham,english
The labor market's situation is not much better than inflation,ham,english
Enjoy FREE 500 First Citizen Bonus reward points with Shoppers Stop by filling in your details here shsp.in/F01-9946769699 T&C bit.ly/SS_Dtl,spam,english
You're just 1 step away from FREE router! Get Airtel Xstream Fiber & enjoy up to 1 Gbps speeds on all your devices! Plans starting at just Rs 499! i.airtel.in/Exclusiveoffer,spam,english
Sorry wrong window,ham,english
Okay,ham,english
He didn't join?,ham,english
Ã°ÂÂÂTrading records on August 13,ham,english
?image omitted,ham,english
"Last chance to save Rs 600 on annual recharge! Recharge now with Rs. 2999 before pack prices go up. Enjoy UL Calls, 2GB/day & 100 SMS/day for 365 days. Hurry now ! i.airtel.in/RCH4G",spam,english
"Recently, the bank stocks have been quite weak and haven't shown any signs of improvement",ham,english
The situation in the Middle East always influences the fluctuations in oil prices,ham,english
Hi Team,ham,english
?This message was deleted.,ham,english
The market closed flat all day today,ham,english
"Buy 1, Get 1 FREE at UNLIMITED Fashion Stores. TnC",spam,english
May be mail server down?,ham,english
Not working in the sense ?,ham,english
"2/2 Roaming calls, 1.5GB/day data and 100 SMS. Pack valid for 84 days. Claim UNLIMITED 5G data over & above your plan limit, claim on Airtel Thanks App. Also get 1 Xstream channel on Airtel Xstream App for 84 days. To claim, click open.airtelxstream.in/Xstream_Mobile",spam,english
I have always followed the teachings of Professor Anand. Our team just needs to be united and believe that we can overcome everything in the marketÃ¢ÂÂÃ¢ÂÂÃ¢ÂÂ,ham,english
Sure KK,ham,english
Joined,ham,english
"The S&P 500 Index closed higher on Wednesday, marking its fifth consecutive day of gains, as the latest U.S. inflation data reassured investors betting on a Federal Reserve rate cut next month.",ham,english
NIFTY has also broken through. Next week should have a good market outlook. Thank you to the professor for the,ham,english
"You are right, we lack understanding of the market",ham,english
It looks simple but it is actually difficult to do,ham,english
Remately,ham,english
"Have a great weekend everyone, please enjoy your holiday and see you on Sunday night Ã¢ÂÂ¨Ã¯Â¸Â",ham,english
"Weekend deals @SMART POINT store! B1G1 Britannia Cheese Slice Plain 480g,Save Rs 100 on Surf Excel Easy Wash Detergent Powder 4Kg,Click bit.ly/2TfjBxZ T&C",spam,english
Lenskart Online Mega Sale: Buy1Get1 FREE + Upto 40% Off on Eye & Sunglasses! Fresh Stocks Added.TnC Shop lskt.me/MegaSale,spam,english
"Alert! Your Unlimited pack is expiring on 25/11/21 Recharge with 1)299:4GB/D+UL,28D 2)449:4GB/D+UL,56D 3)699:4GB/D+UL,84D Click bit.ly/ViRC20",spam,english
""" Technical analysts classify trends into several broad categories for easy identification. These are primary trends (measured in months or years), secondary or medium-term trends (measured in weeks or months), short-term trends (measured in days) and intraday trends (measured in minutes or hours)""",ham,english
Hello Your Unlimited pack MRP has expired . Now recharge from home with App Click http://bit.ly/GetMVA4,spam,english
????,ham,english
Purchase successful. Thank you to the professor,ham,english
Hi team,ham,english
market reaches 24550 level now ll so we can expect something mew popping up on this weekend to keep market range bound in aug ll technicals shows market will be in range bound for aug ll so we can consider current level as resistance for recent term,ham,english
Thanks I've already sold it,ham,english
Ronnie falgout,ham,english
I am trying both,ham,english
Mr Arvind Singh SMSPHARMA is up 2.5% right now Should it be sold?,ham,english
"We are holding a handover ceremony with the XAI International Securities Trading Competition. The competition is approaching, please prepare all contestants and team members.",ham,english
My laptop is restarting,ham,english
Happy and prosperous new year 2021 to you all and your family.,ham,english
"More reasons to shop for Mens Wear & more from your favourite brands at Shoppers Stop! Upto 50% OFF + Use Code AC2K & get Rs.250 Off on Rs.2500. Shop now for your favourite T-shirts, Formal Wear & more at shsp.in or App + Get 10% cashback with Axis Bank Cards, click bit.ly/SS_ABCB for details. T&C",spam,english
Sure madam this is acknowledged!,ham,english
Firstly technical technical analysis is based on three main assumptions,ham,english
CCIE on discounted prices,ham,english
"Alert!100%: of daily highspeed data is consumed Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) at Rs98, valid till current pack i.airtel.in/UnlimitedData-1",spam,english
Smart grahek bane aur recharge kare Vi ke Rs2595 se aur paaye 365 dino ke liye 2GB Daily Data + Unlimited calls + ZEE5 Premium. Click http://bit.ly/ViRC20 now,spam,english
Only on Vi-Watch latest movies without Data worries! Nonstop Data from 12am to 6am without pack deduction. Valid on UL packs starting Rs249. Click bit.ly/Vi-WDR,spam,english
""" If the CPI report meets expectations, it will indicate that inflation remains on a downward trend. However, the slowdown in housing costs that began in June is expected to continue. This category accounts for about one-third of the overall CPI and is a significant determinant of broader inflation trends. The Producer Price Index (PPI), released a day before the CPI, will also be closely watched, as its components affect the Federal Reserve's preferred inflation measure, the Personal Consumption Expenditures Price Index (PCE).""",ham,english
"FLAT 50% OFF on International Brands @ Lifestyle's Biggest Sale! Exciting offers on top brands Menswear - Levi's, Benetton, Pepe Jeans, Van Heusen, Jack & Jones Footwear - Skechers, Puma, US POLO, Adidas Watches & Perfumes - Titan, Fossil, Boss, Tommy Hilfiger & more. T&C. Shop Now - bit.ly/4eyeOjQ",spam,english
The market is starting to move in the direction you predicted.,ham,english
"Yes, I understand. When I get the courseware, I will definitely read it carefully, because my awareness of stock market investment is really weak Ã°ÂÂÂ¥",ham,english
"If you are worried about missing out on important buy and sell instructions, please add my assistant Rama's WhatsApp and she will notify you of important buy and sell opportunities via private messagesÃ°ÂÂÂ",ham,english
"Through continuous learning and growth, I will definitely apply the knowledge I gained today to my future investments",ham,english
It's like Aruba sdwan os??,ham,english
"Missing out on uninterrupted music & trendiest songs? Grab Wynk Premium at just Rs49 and enjoy unlimited ad-free music, song downloads & hellotunes. Upgrade Now. Click here open.wynk.in/Getnow8",spam,english
Ram ?? is in weekend mood,ham,english
You deserve superfast unlimited?5G!?Upgrade to a?5G?handset & be eligible on recharging with Rs. 239 or above. Click i.airtel.in/5GAWUL,spam,english
"Trying to join , facing issues",ham,english
IÃ¢ÂÂll continue to hold not selling,ham,english
Team pls reply to my mail,ham,english
"Friends who want to know more about the competition and my personal resume can leave a message with my assistant Rama and confirm. Next, I will share new investment tips, please start reading hereÃ°ÂÂÂ»",ham,english
LaLiga is here! Watch LIVE football matches on Vi Movies & TV app! Kickstart your weekend with pure football magic! Click bit.ly/Vi-moviess1,spam,english
"Dont miss the India Vs Pakistan T20 match this Sunday. Watch it LIVE on Disney+ Hotstar, with your Vi prepaid! Recharge with 501 & get 1year Disney+ Hotstar mobile subscription + 3GB/day + Extra 16GB + Unlimited calls, 28 days. Click bit.ly/ViHotstar1",spam,english
"Biggest Diwali Offers@ VISHAL MEGA MART Fresh Soan Papdi-60% OFF Rs 68 for 450g ONLY TODAY! + FREE GIFT-VIP Trolley, Duffle Bag TnC",spam,english
"Yes, and ticket got resolved.",ham,english
I am not facing any issue,ham,english
UIDAI recommends updating Proof of Identity & Address documents in your Aadhaar (free at myaadhaar.uidai.gov.in or @ Rs 50/- at any Aadhaar Centre) -UIDAI,spam,english
Ã°ÂÂÂÃ°ÂÂÂYes The Indian stock market has experienced a bull market for more than ten years If more people participate I believe there won't be so many poor people in India in the future.,ham,english
"Hi team , today I won't be able to join because of the cyclonic weather.",ham,english
Will be completing it by EOD,ham,english
Sure,ham,english
No more data run out worries! More Data for you with Airtel's Data top up packs starting @Rs.19. Click to avail now i.airtel.in/dtpck2,spam,english
Good evening sir I've come to check in,ham,english
NEW! Airtel Xstream Fiber's Superfast Wi-Fi is now available near you. Get FREE router & installation. Plans starting Rs499. Get now https://i.airtel.in/Freeinstallation,spam,english
Good morning check inÃ°ÂÂÂ,ham,english
In mobile,ham,english
Having running nose and throat pain,ham,english
"Bigg Boss is Back! Watch anytime, anywhere on Vi Movies&TV App at NO EXTRA COST on Unlimited 249 or more Daily Data recharges! Click to download bit.ly/ViTVBB",spam,english
Because we can't even see the outlook option on office 365 via web,ham,english
We know you'll love this offer! Up To 80% + Extra 20% Off on beauty & personal care Only @ Beauty Blowout Sale | Code: BEAUTYFIRST15 http://smsd.in/bsWOBLkRn,spam,english
In hpsm,ham,english
Unlimited 5G data + 17 OTTs = Airtel Prepaid SIM! Order your SIM & enjoy home delivery at no extra cost. Click i.airtel.in/prepaid58,spam,english
"Dear Customer, Rs.500 to 10 lucky winners & Rs.50 to 1,000 Early Birds as STAR Clubcard points! To share your feedback, click https://bit.ly/3yvjBQB T&C",spam,english
"Dear Customer, avail the most rewarding Savings Account with YES BANK & also get offers on lockers, demat and loans. Know more: http://yesbnk.in/y8Itm5",spam,english
"Enjoy 1.5GB/day data, unlimited Local, STD & Roaming calls on any network and 100 SMS/day. Pack valid for 28 days. Claim UNLIMITED 5G data over & above your plan limit, claim on Airtel Thanks App.",spam,english
Will join later by 2,ham,english
"Hi RamPrakesh, welcome in SDWAN Bau team group",ham,english
The Securities and Exchange Board of India (Sebi) on Wednesday informed the Delhi High Court that the National Stock Exchange (NSE) has not submitted a fresh request for a no-objection certificate (NOC) for its listing.,ham,english
Is it an index composed of a group of large-cap stocks,ham,english
EVERYTHING under Rs.599! A style binge on a budget with FREE SHIPPING*. Shop your faves at the AJIOMANIA sale today! HURRY https://bit.ly/3ywrVwt,spam,english
It will take some time,ham,english
Don't miss out on unlimited entertainment with unlimited Wi-Fi! Get up to 1 Gbps speeds & 15+ OTTs with Airtel Xstream Fiber. Plans starting at just Rs 699! Book today & get a FREE router. i.airtel.in/Exclusiveoffer,spam,english
Hi! Please save the Internet settings sent to you and enjoy Vi High Speed GIGAnet. Your code is 1234. Click bit.ly/ViApp21 for Data offers,spam,english
"MDC is HUB, no need to engage Dxc through HPSM",ham,english
"Buy 1, Get 1 FREE at UNLIMITED Fashion Stores. Get extra 10% Cashback with HDFC cards Watch collection bit.ly/3in3oVe TnC",spam,english
Hi,ham,english
Congratulations!Rs40 CASHBACK coupon credited to your Vi App bit.ly/ViRchg9 .Login with mob no. to claim. Available for 60 days on UL Daily Data packs of Rs399+,spam,english
Learned,ham,english
"Team, going for a prayer nd joining 30 mins late",ham,english
It's a good habit to get into,ham,english
Lenskart EOSS is LIVE! Upto 50% OFF + BUY1GET1 FREE with Gold membership on Eye & Sunglasses!TnC Apply Nearest Store lskt.me/u4 Chat lskt.me/Helpme,spam,english
